代码,简称,时间,周单位净值(元)
159945.OF,能源,2016-05-27,0.5885
159948.OF,创业板EF,2016-05-27,2.0704
160119.OF,南方500,2016-05-27,1.3956
160125.OF,南方香港,2016-05-27,0.7537
160133.OF,南方天元,2016-05-27,1.6260
160135.OF,高铁基金,2016-05-27,0.9328
160137.OF,互联基金,2016-05-27,0.7360
160218.OF,国泰地产,2016-05-27,0.7049
160219.OF,国泰医药,2016-05-27,0.7255
160221.OF,国泰有色,2016-05-27,1.0052
160222.OF,国泰食品,2016-05-27,0.7590
160416.OF,石油基金,2016-05-27,0.8650
160516.OF,券商基金,2016-05-27,1.0107
160517.OF,银行LOF,2016-05-27,0.8138
160615.OF,鹏华300,2016-05-27,1.1490
160616.OF,鹏华500,2016-05-27,1.1430
160620.OF,资源LOF,2016-05-27,1.0130
160625.OF,证保LOF,2016-05-27,1.0770
160626.OF,信息LOF,2016-05-27,1.0830
160628.OF,地产LOF,2016-05-27,0.8960
160629.OF,传媒LOF,2016-05-27,1.1020
160630.OF,国防LOF,2016-05-27,0.6970
160631.OF,银行指基,2016-05-27,0.8070
160632.OF,酒LOF,2016-05-27,0.7890
160633.OF,券商LOF,2016-05-27,0.9010
160634.OF,环保LOF,2016-05-27,0.9700
160636.OF,互联网L,2016-05-27,1.0120
160637.OF,创业板L,2016-05-27,0.9520
160638.OF,带路LOF,2016-05-27,0.6890
160639.OF,高铁LOF,2016-05-27,0.7280
160706.OF,嘉实300,2016-05-27,0.8590
160716.OF,嘉实50,2016-05-27,1.0261
160717.OF,恒生H股,2016-05-27,0.6185
160806.OF,长盛同庆,2016-05-27,1.1380
160807.OF,长盛300,2016-05-27,1.0020
160814.OF,金融地产,2016-05-27,0.7040
160919.OF,大成产业,2016-05-27,1.0060
161017.OF,富国500,2016-05-27,1.7600
161022.OF,创业,2016-05-27,0.9420
161024.OF,军工,2016-05-27,1.0070
161025.OF,互联网,2016-05-27,0.7130
161026.OF,国企改革,2016-05-27,0.7610
161027.OF,证券,2016-05-27,0.9900
161028.OF,新能源车,2016-05-27,0.8980
161029.OF,银行FG,2016-05-27,0.8610
161030.OF,体育,2016-05-27,0.7620
161031.OF,工业40,2016-05-27,0.9430
161032.OF,煤炭,2016-05-27,0.9760
161033.OF,智能汽车,2016-05-27,0.9870
161121.OF,银行,2016-05-27,0.7865
161122.OF,生物LOF,2016-05-27,0.9839
161123.OF,并购重组,2016-05-27,0.8808
161213.OF,国投消费,2016-05-27,1.1930
161217.OF,国投资源,2016-05-27,0.5490
161227.OF,深证100,2016-05-27,0.8050
161229.OF,国投中国,2016-05-27,1.0210
161607.OF,融通巨潮,2016-05-27,0.9170
161720.OF,证券基金,2016-05-27,0.7320
161721.OF,地产基金,2016-05-27,0.6610
161723.OF,银行基金,2016-05-27,0.8160
161724.OF,煤炭等权,2016-05-27,0.9360
161725.OF,白酒基金,2016-05-27,0.8440
161726.OF,生物医药,2016-05-27,0.9400
161811.OF,银华300,2016-05-27,0.7790
161812.OF,银华100,2016-05-27,0.8550
161831.OF,恒生中企,2016-05-27,0.7832
161907.OF,万家红利,2016-05-27,1.2657
162107.OF,金鹰量化,2016-05-27,0.9954
162216.OF,泰达500,2016-05-27,0.8644
162307.OF,海富100,2016-05-27,0.9140
162411.OF,华宝油气,2016-05-27,0.5790
162412.OF,医疗基金,2016-05-27,1.0218
162415.OF,美国消费,2016-05-27,1.0170
162509.OF,中证100E,2016-05-27,0.9470
162510.OF,国安中小,2016-05-27,1.6580
162711.OF,广发500L,2016-05-27,1.2023
162714.OF,深100基,2016-05-27,0.9168
162907.OF,泰信400,2016-05-27,0.6850
163109.OF,申万深成,2016-05-27,0.5747
163110.OF,申万量化,2016-05-27,2.2280
163113.OF,申万证券,2016-05-27,1.0374
163114.OF,申万环保,2016-05-27,0.8816
163115.OF,申万军工,2016-05-27,0.8893
163118.OF,医药生物,2016-05-27,0.8187
163209.OF,诺安创业,2016-05-27,1.1020
163407.OF,兴全300,2016-05-27,1.2018
163821.OF,中银300E,2016-05-27,1.3110
164304.OF,新华环保,2016-05-27,1.0430
164401.OF,中证健康,2016-05-27,0.9250
164402.OF,中航军工,2016-05-27,0.8640
164508.OF,国富100,2016-05-27,0.7290
164705.OF,添富恒生,2016-05-27,0.8890
164811.OF,京津冀,2016-05-27,1.1413
164906.OF,中国互联,2016-05-27,0.8880
164908.OF,环境治理,2016-05-27,0.8520
165309.OF,建信300,2016-05-27,0.9039
165310.OF,300增强,2016-05-27,1.1920
165312.OF,建信50,2016-05-27,1.1790
165510.OF,信诚四国,2016-05-27,0.6410
165511.OF,信诚500,2016-05-27,1.1090
165515.OF,信诚300,2016-05-27,1.0350
165519.OF,信诚医药,2016-05-27,0.7070
165520.OF,信诚有色,2016-05-27,0.9290
165521.OF,信诚金融,2016-05-27,0.8560
165522.OF,信诚TMT,2016-05-27,0.8140
165523.OF,信息安全,2016-05-27,0.9140
165524.OF,智能家居,2016-05-27,0.9410
165525.OF,基建工程,2016-05-27,0.9590
166802.OF,浙商300,2016-05-27,1.0320
167301.OF,保险主题,2016-05-27,0.9060
167503.OF,安信一带,2016-05-27,0.6780
168203.OF,中融钢铁,2016-05-27,0.7430
168204.OF,中融煤炭,2016-05-27,0.6730
501005.OF,精准医疗,2016-05-27,0.9541
502000.OF,500增强,2016-05-27,0.9070
502003.OF,军工LOF,2016-05-27,1.0154
502006.OF,国企改革,2016-05-27,0.8183
502010.OF,证券LOF,2016-05-27,1.0660
502013.OF,一带一路,2016-05-27,0.6970
502020.OF,50增强,2016-05-27,1.0650
502023.OF,钢铁LOF,2016-05-27,0.8170
502048.OF,50LOF,2016-05-27,1.0101
502053.OF,券商LOF,2016-05-27,0.9690
502056.OF,医疗基金,2016-05-27,1.0567
510010.OF,治理ETF,2016-05-27,0.8540
510020.OF,超大ETF,2016-05-27,1.9573
510030.OF,价值ETF,2016-05-27,3.5150
510050.OF,50ETF,2016-05-27,2.0770
510060.OF,央企ETF,2016-05-27,1.3732
510090.OF,责任ETF,2016-05-27,1.1503
510110.OF,周期ETF,2016-05-27,2.8080
510120.OF,非周ETF,2016-05-27,2.3080
510130.OF,中盘ETF,2016-05-27,3.1276
510150.OF,消费ETF,2016-05-27,3.4330
510160.OF,小康ETF,2016-05-27,0.4344
510170.OF,商品ETF,2016-05-27,1.5240
510180.OF,180ETF,2016-05-27,2.6367
510190.OF,龙头ETF,2016-05-27,2.8610
510210.OF,综指ETF,2016-05-27,3.1070
510220.OF,中小ETF,2016-05-27,3.5140
510230.OF,金融ETF,2016-05-27,4.7501
510270.OF,国企ETF,2016-05-27,0.8920
510290.OF,380ETF,2016-05-27,1.3720
510300.OF,300ETF,2016-05-27,3.0611
510310.OF,HS300ETF,2016-05-27,1.2523
510330.OF,华夏300,2016-05-27,3.1912
510360.OF,广发300,2016-05-27,0.9191
510410.OF,资源ETF,2016-05-27,0.6043
510440.OF,500沪市,2016-05-27,1.6490
510500.OF,500ETF,2016-05-27,5.9792
510510.OF,广发500,2016-05-27,1.5708
510560.OF,国寿500,2016-05-27,1.1852
510580.OF,ZZ500ETF,2016-05-27,6.0752
510630.OF,消费行业,2016-05-27,1.3872
510650.OF,金融行业,2016-05-27,1.3555
510660.OF,医药行业,2016-05-27,1.3255
510680.OF,万家50,2016-05-27,1.6816
510710.OF,上50ETF,2016-05-27,2.0499
510880.OF,红利ETF,2016-05-27,2.3100
510900.OF,H股ETF,2016-05-27,0.8825
512010.OF,医药ETF,2016-05-27,1.1130
512070.OF,证券保险,2016-05-27,1.5174
512120.OF,医药50,2016-05-27,1.1860
512220.OF,科技150,2016-05-27,1.3528
512330.OF,信息ETF,2016-05-27,0.7999
512500.OF,中证500,2016-05-27,2.7607
512510.OF,ETF500,2016-05-27,1.1466
512600.OF,主要消费,2016-05-27,1.3418
512610.OF,医药卫生,2016-05-27,1.2717
512640.OF,金融地产,2016-05-27,1.5217
512990.OF,MSCIA股,2016-05-27,0.8762
513030.OF,德国30,2016-05-27,0.8970
513100.OF,纳指ETF,2016-05-27,1.5700
513500.OF,标普500,2016-05-27,1.2675
513600.OF,恒指ETF,2016-05-27,1.7757
513660.OF,恒生通,2016-05-27,1.7525
159901.OF,深100ETF,2016-06-03,3.9627
159902.OF,中小100,2016-06-03,3.2260
159903.OF,深成ETF,2016-06-03,1.1000
159905.OF,深红利,2016-06-03,1.1211
159906.OF,深成长,2016-06-03,0.9890
159907.OF,中小300,2016-06-03,1.4376
159908.OF,创业板BS,2016-06-03,1.1242
159909.OF,深TMT,2016-06-03,5.1210
159910.OF,深F120,2016-06-03,1.2627
159912.OF,深300ETF,2016-06-03,1.2874
159913.OF,深价值,2016-06-03,1.3440
159915.OF,创业板,2016-06-03,2.1078
159916.OF,深F60,2016-06-03,2.4383
159918.OF,中创400,2016-06-03,2.0682
159919.OF,300ETF,2016-06-03,3.3751
159920.OF,恒生ETF,2016-06-03,1.0819
159922.OF,500ETF,2016-06-03,5.9745
159923.OF,100ETF,2016-06-03,1.2030
159925.OF,南方300,2016-06-03,1.2691
159928.OF,消费ETF,2016-06-03,1.3809
159929.OF,医药ETF,2016-06-03,1.3163
159930.OF,能源ETF,2016-06-03,0.7517
159931.OF,金融ETF,2016-06-03,1.4181
159932.OF,500深ETF,2016-06-03,1.7840
159933.OF,金地ETF,2016-06-03,1.4895
159935.OF,景顺500,2016-06-03,1.5822
159936.OF,可选消费,2016-06-03,1.4749
159938.OF,医药,2016-06-03,1.1947
159939.OF,信息技术,2016-06-03,1.1696
159940.OF,金融,2016-06-03,0.7417
159941.OF,纳指ETF,2016-06-03,0.9920
159943.OF,深证ETF,2016-06-03,10.8800
159944.OF,材料ETF,2016-06-03,0.7694
159945.OF,能源,2016-06-03,0.6066
159948.OF,创业板EF,2016-06-03,2.2085
160119.OF,南方500,2016-06-03,1.4663
160125.OF,南方香港,2016-06-03,0.7666
160133.OF,南方天元,2016-06-03,1.6940
160135.OF,高铁基金,2016-06-03,0.9738
160137.OF,互联基金,2016-06-03,0.7818
160218.OF,国泰地产,2016-06-03,0.7295
160219.OF,国泰医药,2016-06-03,0.7565
160221.OF,国泰有色,2016-06-03,1.0650
160222.OF,国泰食品,2016-06-03,0.8147
160416.OF,石油基金,2016-06-03,0.8590
160516.OF,券商基金,2016-06-03,1.0686
160517.OF,银行LOF,2016-06-03,0.8317
160615.OF,鹏华300,2016-06-03,1.1980
160616.OF,鹏华500,2016-06-03,1.2000
160620.OF,资源LOF,2016-06-03,1.0620
160625.OF,证保LOF,2016-06-03,1.1390
160626.OF,信息LOF,2016-06-03,1.1740
160628.OF,地产LOF,2016-06-03,0.9270
160629.OF,传媒LOF,2016-06-03,1.2000
160630.OF,国防LOF,2016-06-03,0.7290
160631.OF,银行指基,2016-06-03,0.8250
160632.OF,酒LOF,2016-06-03,0.8470
160633.OF,券商LOF,2016-06-03,0.9660
160634.OF,环保LOF,2016-06-03,1.0220
160636.OF,互联网L,2016-06-03,1.0980
160637.OF,创业板L,2016-06-03,1.0340
160638.OF,带路LOF,2016-06-03,0.7140
160639.OF,高铁LOF,2016-06-03,0.7600
160706.OF,嘉实300,2016-06-03,0.8930
160716.OF,嘉实50,2016-06-03,1.0536
160717.OF,恒生H股,2016-06-03,0.6322
160806.OF,长盛同庆,2016-06-03,1.1900
160807.OF,长盛300,2016-06-03,1.0480
160814.OF,金融地产,2016-06-03,0.7280
160919.OF,大成产业,2016-06-03,1.0570
161017.OF,富国500,2016-06-03,1.8460
161022.OF,创业,2016-06-03,1.0150
161024.OF,军工,2016-06-03,1.0570
161025.OF,互联网,2016-06-03,0.7660
161026.OF,国企改革,2016-06-03,0.7950
161027.OF,证券,2016-06-03,1.0610
161028.OF,新能源车,2016-06-03,0.9500
161029.OF,银行FG,2016-06-03,0.8800
161030.OF,体育,2016-06-03,0.8170
161031.OF,工业40,2016-06-03,1.0030
161032.OF,煤炭,2016-06-03,1.0010
161033.OF,智能汽车,2016-06-03,1.0420
161121.OF,银行,2016-06-03,0.7776
161122.OF,生物LOF,2016-06-03,1.0081
161123.OF,并购重组,2016-06-03,0.8973
161213.OF,国投消费,2016-06-03,1.2620
161217.OF,国投资源,2016-06-03,0.5720
161227.OF,深证100,2016-06-03,0.8540
161229.OF,国投中国,2016-06-03,1.0440
161607.OF,融通巨潮,2016-06-03,0.9530
161720.OF,证券基金,2016-06-03,0.7840
161721.OF,地产基金,2016-06-03,0.6800
161723.OF,银行基金,2016-06-03,0.8350
161724.OF,煤炭等权,2016-06-03,0.9660
161725.OF,白酒基金,2016-06-03,0.9240
161726.OF,生物医药,2016-06-03,0.9860
161811.OF,银华300,2016-06-03,0.8120
161812.OF,银华100,2016-06-03,0.9060
161831.OF,恒生中企,2016-06-03,0.8063
161907.OF,万家红利,2016-06-03,1.3120
162107.OF,金鹰量化,2016-06-03,1.0427
162216.OF,泰达500,2016-06-03,0.9098
162307.OF,海富100,2016-06-03,0.9470
162411.OF,华宝油气,2016-06-03,0.5870
162412.OF,医疗基金,2016-06-03,1.0812
162415.OF,美国消费,2016-06-03,1.0190
162509.OF,中证100E,2016-06-03,0.9820
162510.OF,国安中小,2016-06-03,1.7440
162711.OF,广发500L,2016-06-03,1.2606
162714.OF,深100基,2016-06-03,0.9728
162907.OF,泰信400,2016-06-03,0.7170
163109.OF,申万深成,2016-06-03,0.6062
163110.OF,申万量化,2016-06-03,2.3290
163113.OF,申万证券,2016-06-03,1.1099
163114.OF,申万环保,2016-06-03,0.9029
163115.OF,申万军工,2016-06-03,0.9321
163118.OF,医药生物,2016-06-03,0.8547
163209.OF,诺安创业,2016-06-03,1.1850
163407.OF,兴全300,2016-06-03,1.2477
163821.OF,中银300E,2016-06-03,1.3700
164304.OF,新华环保,2016-06-03,1.0990
164401.OF,中证健康,2016-06-03,0.9710
164402.OF,中航军工,2016-06-03,0.9050
164508.OF,国富100,2016-06-03,0.7560
164705.OF,添富恒生,2016-06-03,0.9090
164811.OF,京津冀,2016-06-03,1.2125
164906.OF,中国互联,2016-06-03,0.8760
164908.OF,环境治理,2016-06-03,0.8960
165309.OF,建信300,2016-06-03,0.9422
165310.OF,300增强,2016-06-03,1.2470
165312.OF,建信50,2016-06-03,1.2380
165511.OF,信诚500,2016-06-03,1.1640
165515.OF,信诚300,2016-06-03,1.0790
165519.OF,信诚医药,2016-06-03,0.7350
165520.OF,信诚有色,2016-06-03,0.9770
165521.OF,信诚金融,2016-06-03,0.8880
165522.OF,信诚TMT,2016-06-03,0.8700
165523.OF,信息安全,2016-06-03,0.9800
165524.OF,智能家居,2016-06-03,1.0040
165525.OF,基建工程,2016-06-03,0.9970
166802.OF,浙商300,2016-06-03,1.0730
167301.OF,保险主题,2016-06-03,0.9290
167503.OF,安信一带,2016-06-03,0.7010
168203.OF,中融钢铁,2016-06-03,0.7670
168204.OF,中融煤炭,2016-06-03,0.6920
501005.OF,精准医疗,2016-06-03,0.9988
502000.OF,500增强,2016-06-03,0.9530
502003.OF,军工LOF,2016-06-03,1.0663
502006.OF,国企改革,2016-06-03,0.8540
502010.OF,证券LOF,2016-06-03,1.1424
502013.OF,一带一路,2016-06-03,0.7220
502020.OF,50增强,2016-06-03,1.1050
502023.OF,钢铁LOF,2016-06-03,0.8430
502048.OF,50LOF,2016-06-03,1.0460
502053.OF,券商LOF,2016-06-03,1.0410
502056.OF,医疗基金,2016-06-03,1.1269
510010.OF,治理ETF,2016-06-03,0.8830
510020.OF,超大ETF,2016-06-03,2.0423
510030.OF,价值ETF,2016-06-03,3.6140
510050.OF,50ETF,2016-06-03,2.1540
510060.OF,央企ETF,2016-06-03,1.4218
510090.OF,责任ETF,2016-06-03,1.1877
510110.OF,周期ETF,2016-06-03,2.8980
510120.OF,非周ETF,2016-06-03,2.4140
510130.OF,中盘ETF,2016-06-03,3.2545
510150.OF,消费ETF,2016-06-03,3.6060
510160.OF,小康ETF,2016-06-03,0.4487
510170.OF,商品ETF,2016-06-03,1.5880
510180.OF,180ETF,2016-06-03,2.7391
510190.OF,龙头ETF,2016-06-03,2.9860
510210.OF,综指ETF,2016-06-03,3.2410
510220.OF,中小ETF,2016-06-03,3.6730
510230.OF,金融ETF,2016-06-03,4.9100
510270.OF,国企ETF,2016-06-03,0.9270
510290.OF,380ETF,2016-06-03,1.4417
510300.OF,300ETF,2016-06-03,3.1892
510310.OF,HS300ETF,2016-06-03,1.3040
510330.OF,华夏300,2016-06-03,3.3253
510360.OF,广发300,2016-06-03,0.9583
510410.OF,资源ETF,2016-06-03,0.6294
510440.OF,500沪市,2016-06-03,1.7310
510500.OF,500ETF,2016-06-03,6.2922
510510.OF,广发500,2016-06-03,1.6509
510560.OF,国寿500,2016-06-03,1.2466
510580.OF,ZZ500ETF,2016-06-03,6.3633
510630.OF,消费行业,2016-06-03,1.4783
510650.OF,金融行业,2016-06-03,1.3984
510660.OF,医药行业,2016-06-03,1.3776
510680.OF,万家50,2016-06-03,1.7412
510710.OF,上50ETF,2016-06-03,2.1263
510880.OF,红利ETF,2016-06-03,2.3830
510900.OF,H股ETF,2016-06-03,0.9095
512010.OF,医药ETF,2016-06-03,1.1519
512070.OF,证券保险,2016-06-03,1.6032
512120.OF,医药50,2016-06-03,1.2370
512220.OF,科技150,2016-06-03,1.4365
512330.OF,信息ETF,2016-06-03,0.8584
512500.OF,中证500,2016-06-03,2.9043
512510.OF,ETF500,2016-06-03,1.2064
512600.OF,主要消费,2016-06-03,1.4300
512610.OF,医药卫生,2016-06-03,1.3245
512640.OF,金融地产,2016-06-03,1.5755
512990.OF,MSCIA股,2016-06-03,0.9155
513030.OF,德国30,2016-06-03,0.8810
513600.OF,恒指ETF,2016-06-03,1.8155
513660.OF,恒生通,2016-06-03,1.7890
159901.OF,深100ETF,2016-06-10,3.9357
159902.OF,中小100,2016-06-10,3.2310
159903.OF,深成ETF,2016-06-10,1.0972
159905.OF,深红利,2016-06-10,1.1149
159906.OF,深成长,2016-06-10,0.9720
159907.OF,中小300,2016-06-10,1.4439
159908.OF,创业板BS,2016-06-10,1.1162
159909.OF,深TMT,2016-06-10,5.0770
159910.OF,深F120,2016-06-10,1.2530
159912.OF,深300ETF,2016-06-10,1.2816
159913.OF,深价值,2016-06-10,1.3350
159915.OF,创业板,2016-06-10,2.0927
159916.OF,深F60,2016-06-10,2.4186
159918.OF,中创400,2016-06-10,2.0821
159919.OF,300ETF,2016-06-10,3.3542
159920.OF,恒生ETF,2016-06-10,1.0991
159922.OF,500ETF,2016-06-10,5.9707
159923.OF,100ETF,2016-06-10,1.1950
159925.OF,南方300,2016-06-10,1.2610
159928.OF,消费ETF,2016-06-10,1.3616
159929.OF,医药ETF,2016-06-10,1.3054
159930.OF,能源ETF,2016-06-10,0.7526
159931.OF,金融ETF,2016-06-10,1.4123
159932.OF,500深ETF,2016-06-10,1.7850
159933.OF,金地ETF,2016-06-10,1.4850
159935.OF,景顺500,2016-06-10,1.5798
159936.OF,可选消费,2016-06-10,1.4723
159938.OF,医药,2016-06-10,1.1859
159939.OF,信息技术,2016-06-10,1.1681
159940.OF,金融,2016-06-10,0.7390
159941.OF,纳指ETF,2016-06-10,0.9913
159943.OF,深证ETF,2016-06-10,10.8540
159944.OF,材料ETF,2016-06-10,0.7709
159945.OF,能源,2016-06-10,0.6072
159948.OF,创业板EF,2016-06-10,2.1904
160119.OF,南方500,2016-06-10,1.4655
160125.OF,南方香港,2016-06-10,0.7794
160133.OF,南方天元,2016-06-10,1.7140
160135.OF,高铁基金,2016-06-10,0.9760
160137.OF,互联基金,2016-06-10,0.7757
160218.OF,国泰地产,2016-06-10,0.7306
160219.OF,国泰医药,2016-06-10,0.7512
160221.OF,国泰有色,2016-06-10,1.0757
160222.OF,国泰食品,2016-06-10,0.8041
160416.OF,石油基金,2016-06-10,0.8970
160516.OF,券商基金,2016-06-10,1.0598
160517.OF,银行LOF,2016-06-10,0.8297
160615.OF,鹏华300,2016-06-10,1.1910
160616.OF,鹏华500,2016-06-10,1.2000
160620.OF,资源LOF,2016-06-10,1.0620
160625.OF,证保LOF,2016-06-10,1.1280
160626.OF,信息LOF,2016-06-10,1.1690
160628.OF,地产LOF,2016-06-10,0.9300
160629.OF,传媒LOF,2016-06-10,1.1790
160630.OF,国防LOF,2016-06-10,0.7420
160631.OF,银行指基,2016-06-10,0.8230
160632.OF,酒LOF,2016-06-10,0.8360
160633.OF,券商LOF,2016-06-10,0.9570
160634.OF,环保LOF,2016-06-10,1.0260
160636.OF,互联网L,2016-06-10,1.0960
160637.OF,创业板L,2016-06-10,1.0240
160638.OF,带路LOF,2016-06-10,0.7110
160639.OF,高铁LOF,2016-06-10,0.7590
160706.OF,嘉实300,2016-06-10,0.8878
160716.OF,嘉实50,2016-06-10,1.0492
160717.OF,恒生H股,2016-06-10,0.6478
160806.OF,长盛同庆,2016-06-10,1.1850
160807.OF,长盛300,2016-06-10,1.0420
160814.OF,金融地产,2016-06-10,0.7250
160919.OF,大成产业,2016-06-10,1.0730
161017.OF,富国500,2016-06-10,1.8420
161022.OF,创业,2016-06-10,1.0060
161024.OF,军工,2016-06-10,1.0670
161025.OF,互联网,2016-06-10,0.7640
161026.OF,国企改革,2016-06-10,0.7910
161027.OF,证券,2016-06-10,1.0520
161028.OF,新能源车,2016-06-10,0.9770
161029.OF,银行FG,2016-06-10,0.8780
161030.OF,体育,2016-06-10,0.8090
161031.OF,工业40,2016-06-10,1.0140
161032.OF,煤炭,2016-06-10,0.9940
161033.OF,智能汽车,2016-06-10,1.0540
161121.OF,银行,2016-06-10,0.7760
161122.OF,生物LOF,2016-06-10,0.9970
161123.OF,并购重组,2016-06-10,0.8996
161213.OF,国投消费,2016-06-10,1.2520
161217.OF,国投资源,2016-06-10,0.5740
161227.OF,深证100,2016-06-10,0.8490
161229.OF,国投中国,2016-06-10,1.0550
161607.OF,融通巨潮,2016-06-10,0.9450
161720.OF,证券基金,2016-06-10,0.7770
161721.OF,地产基金,2016-06-10,0.6850
161723.OF,银行基金,2016-06-10,0.8330
161724.OF,煤炭等权,2016-06-10,0.9560
161725.OF,白酒基金,2016-06-10,0.9150
161726.OF,生物医药,2016-06-10,0.9700
161811.OF,银华300,2016-06-10,0.8070
161812.OF,银华100,2016-06-10,0.9000
161831.OF,恒生中企,2016-06-10,0.8250
161907.OF,万家红利,2016-06-10,1.3048
162107.OF,金鹰量化,2016-06-10,1.0434
162216.OF,泰达500,2016-06-10,0.9071
162307.OF,海富100,2016-06-10,0.9410
162411.OF,华宝油气,2016-06-10,0.6110
162412.OF,医疗基金,2016-06-10,1.0706
162415.OF,美国消费,2016-06-10,1.0190
162509.OF,中证100E,2016-06-10,0.9770
162510.OF,国安中小,2016-06-10,1.7540
162711.OF,广发500L,2016-06-10,1.2595
162714.OF,深100基,2016-06-10,0.9667
162907.OF,泰信400,2016-06-10,0.7130
163109.OF,申万深成,2016-06-10,0.6049
163110.OF,申万量化,2016-06-10,2.3290
163113.OF,申万证券,2016-06-10,1.1000
163114.OF,申万环保,2016-06-10,0.9063
163115.OF,申万军工,2016-06-10,0.9414
163118.OF,医药生物,2016-06-10,0.8475
163209.OF,诺安创业,2016-06-10,1.1790
163407.OF,兴全300,2016-06-10,1.2413
163821.OF,中银300E,2016-06-10,1.3620
164304.OF,新华环保,2016-06-10,1.1020
164401.OF,中证健康,2016-06-10,0.9640
164402.OF,中航军工,2016-06-10,0.9120
164508.OF,国富100,2016-06-10,0.7510
164705.OF,添富恒生,2016-06-10,0.9230
164811.OF,京津冀,2016-06-10,1.2051
164906.OF,中国互联,2016-06-10,0.8730
164908.OF,环境治理,2016-06-10,0.9030
165309.OF,建信300,2016-06-10,0.9367
165310.OF,300增强,2016-06-10,1.2380
165312.OF,建信50,2016-06-10,1.2346
165510.OF,信诚四国,2016-06-10,0.6750
165511.OF,信诚500,2016-06-10,1.1620
165515.OF,信诚300,2016-06-10,1.0730
165519.OF,信诚医药,2016-06-10,0.7310
165520.OF,信诚有色,2016-06-10,0.9840
165521.OF,信诚金融,2016-06-10,0.8840
165522.OF,信诚TMT,2016-06-10,0.8670
165523.OF,信息安全,2016-06-10,0.9900
165524.OF,智能家居,2016-06-10,1.0050
165525.OF,基建工程,2016-06-10,0.9890
166802.OF,浙商300,2016-06-10,1.0660
167301.OF,保险主题,2016-06-10,0.9230
167503.OF,安信一带,2016-06-10,0.6980
168203.OF,中融钢铁,2016-06-10,0.7650
168204.OF,中融煤炭,2016-06-10,0.6860
501005.OF,精准医疗,2016-06-10,0.9910
502000.OF,500增强,2016-06-10,0.9510
502003.OF,军工LOF,2016-06-10,1.0773
502006.OF,国企改革,2016-06-10,0.8507
502010.OF,证券LOF,2016-06-10,1.1329
502013.OF,一带一路,2016-06-10,0.7200
502020.OF,50增强,2016-06-10,1.0970
502023.OF,钢铁LOF,2016-06-10,0.8430
502048.OF,50LOF,2016-06-10,1.0391
502053.OF,券商LOF,2016-06-10,1.0310
502056.OF,医疗基金,2016-06-10,1.1155
510010.OF,治理ETF,2016-06-10,0.8790
510020.OF,超大ETF,2016-06-10,2.0180
510030.OF,价值ETF,2016-06-10,3.6030
510050.OF,50ETF,2016-06-10,2.1390
510060.OF,央企ETF,2016-06-10,1.4149
510090.OF,责任ETF,2016-06-10,1.1816
510110.OF,周期ETF,2016-06-10,2.8840
510120.OF,非周ETF,2016-06-10,2.3950
510130.OF,中盘ETF,2016-06-10,3.2400
510150.OF,消费ETF,2016-06-10,3.5660
510160.OF,小康ETF,2016-06-10,0.4467
510170.OF,商品ETF,2016-06-10,1.5850
510180.OF,180ETF,2016-06-10,2.7236
510190.OF,龙头ETF,2016-06-10,2.9720
510210.OF,综指ETF,2016-06-10,3.2280
510220.OF,中小ETF,2016-06-10,3.6630
510230.OF,金融ETF,2016-06-10,4.8859
510270.OF,国企ETF,2016-06-10,0.9210
510290.OF,380ETF,2016-06-10,1.4385
510300.OF,300ETF,2016-06-10,3.1699
510310.OF,HS300ETF,2016-06-10,1.2957
510330.OF,华夏300,2016-06-10,3.3050
510360.OF,广发300,2016-06-10,0.9526
510410.OF,资源ETF,2016-06-10,0.6279
510440.OF,500沪市,2016-06-10,1.7270
510500.OF,500ETF,2016-06-10,6.2885
510510.OF,广发500,2016-06-10,1.6493
510560.OF,国寿500,2016-06-10,1.2451
510580.OF,ZZ500ETF,2016-06-10,6.3513
510630.OF,消费行业,2016-06-10,1.4520
510650.OF,金融行业,2016-06-10,1.3929
510660.OF,医药行业,2016-06-10,1.3616
510680.OF,万家50,2016-06-10,1.7277
510710.OF,上50ETF,2016-06-10,2.1114
510880.OF,红利ETF,2016-06-10,2.3680
510900.OF,H股ETF,2016-06-10,0.9307
512010.OF,医药ETF,2016-06-10,1.1493
512070.OF,证券保险,2016-06-10,1.5902
512120.OF,医药50,2016-06-10,1.2270
512220.OF,科技150,2016-06-10,1.4312
512330.OF,信息ETF,2016-06-10,0.8598
512500.OF,中证500,2016-06-10,2.9031
512510.OF,ETF500,2016-06-10,1.2057
512600.OF,主要消费,2016-06-10,1.4112
512610.OF,医药卫生,2016-06-10,1.3139
512640.OF,金融地产,2016-06-10,1.5702
512990.OF,MSCIA股,2016-06-10,0.9133
513030.OF,德国30,2016-06-10,0.9050
513100.OF,纳指ETF,2016-06-10,1.5740
513500.OF,标普500,2016-06-10,1.2817
159901.OF,深100ETF,2016-06-17,3.8786
159902.OF,中小100,2016-06-17,3.1990
159903.OF,深成ETF,2016-06-17,1.0840
159905.OF,深红利,2016-06-17,1.1138
159906.OF,深成长,2016-06-17,0.9380
159907.OF,中小300,2016-06-17,1.4327
159908.OF,创业板BS,2016-06-17,1.1097
159909.OF,深TMT,2016-06-17,4.9010
159910.OF,深F120,2016-06-17,1.2451
159912.OF,深300ETF,2016-06-17,1.2646
159913.OF,深价值,2016-06-17,1.3320
